No,M,AoA,Cl,Cd,Cp
495,0.734919,1.749005,0.621777,0.011259,-0.983665
496,0.729094,2.031055,0.665053,0.011494,-0.668199
497,0.726118,2.423983,0.733255,0.012782,-0.70559
498,0.729899,2.479542,0.747608,0.01407,-1.121307
499,0.728282,2.511571,0.751369,0.013841,-0.978828
500,0.731014,2.282238,0.714092,0.013101,-1.079562
501,0.727028,2.435303,0.73628,0.013045,-0.799736
502,0.731139,2.062686,0.674296,0.011968,-0.89327
503,0.723396,2.455751,0.734117,0.012434,-0.602875
504,0.734816,2.083259,0.68312,0.012858,-1.137518
505,0.730121,2.10731,0.681015,0.011995,-0.834699
506,0.726431,2.467735,0.741275,0.013101,-0.760216
507,0.727001,2.297987,0.710929,0.01233,-0.679592
508,0.728708,2.305752,0.715461,0.012709,-0.874085
509,0.729933,2.246174,0.706224,0.012644,-0.93424
510,0.726402,2.144686,0.681601,0.011567,-0.618724
511,0.731041,2.314577,0.719645,0.013298,-1.102555
512,0.727653,2.5809,0.762844,0.014149,-0.967025
513,0.725269,2.21254,0.692183,0.011679,-0.616739
514,0.733865,2.484342,0.751073,0.015319,-1.227049
515,0.729067,2.620371,0.770485,0.014838,-1.132395
516,0.727199,2.407495,0.731538,0.012925,-0.796874
517,0.734266,2.0467,0.676171,0.012525,-1.115202
518,0.727565,2.54053,0.7557,0.013829,-0.940541
519,0.733612,2.244171,0.710055,0.013538,-1.166122
520,0.731106,2.244805,0.707773,0.012908,-1.060363
521,0.729996,2.593253,0.76717,0.014947,-1.193652
522,0.729311,2.243132,0.704932,0.012508,-0.878504
523,0.734273,2.272467,0.715873,0.013912,-1.182694
524,0.73044,2.302136,0.717277,0.013074,-1.034313
525,0.723516,2.090247,0.666068,0.011068,-0.671673
526,0.729163,2.197361,0.69581,0.012248,-0.815283
527,0.72857,2.217751,0.698595,0.012235,-0.766578
528,0.729597,2.058433,0.671095,0.011685,-0.727925
529,0.734413,2.376301,0.733069,0.014661,-1.207123
530,0.725777,2.41679,0.730707,0.012686,-0.660671
531,0.730402,2.090622,0.678463,0.011969,-0.848285
532,0.731734,2.163475,0.69386,0.0126,-1.047614
533,0.726693,2.35406,0.720957,0.01255,-0.693537
534,0.728665,2.621454,0.770401,0.014734,-1.103058
535,0.730216,2.381462,0.730613,0.013491,-1.061244
536,0.727732,2.388042,0.728877,0.012939,-0.844809
537,0.731597,2.143105,0.690123,0.012462,-1.017718
538,0.732951,2.330183,0.724715,0.013923,-1.181223
539,0.725238,1.899091,0.633299,0.010693,-0.686964
540,0.723544,2.415539,0.726786,0.012267,-0.605614
541,0.72756,2.245648,0.702279,0.012185,-0.689954
542,0.725347,2.385917,0.724583,0.01245,-0.62961
543,0.723041,2.407328,0.724255,0.012149,-0.610881
544,0.735693,2.51261,0.757084,0.016214,-1.239915
545,0.717581,2.381737,0.708863,0.011421,-0.701901
546,0.728453,2.190245,0.693514,0.012085,-0.729887
547,0.732272,2.296936,0.718278,0.013513,-1.15496
548,0.7283,2.309949,0.715544,0.012629,-0.843805
549,0.732531,1.960094,0.657328,0.01174,-0.937226
550,0.725564,2.374476,0.722783,0.012434,-0.63512
551,0.730413,2.039496,0.668788,0.011735,-0.797253
552,0.734784,2.183133,0.700967,0.01347,-1.165814
553,0.731805,1.991264,0.662111,0.011757,-0.894078
554,0.724271,2.240972,0.695598,0.011654,-0.623784
555,0.71514,2.270689,0.683325,0.010998,-0.730485
556,0.724843,2.252769,0.698881,0.011778,-0.614992
557,0.726162,2.199077,0.69112,0.01175,-0.61695
558,0.728188,2.406618,0.732964,0.013136,-0.907042
559,0.73457,2.230542,0.708921,0.013717,-1.175498
560,0.736672,2.346485,0.729623,0.01518,-1.211623
561,0.728959,2.298662,0.714402,0.012722,-0.889763
562,0.734472,2.338813,0.726851,0.014404,-1.199548
563,0.73566,2.211841,0.706431,0.013899,-1.181727
564,0.722927,2.514813,0.744243,0.012643,-0.599394
565,0.725893,2.077562,0.668111,0.011258,-0.633281
566,0.738067,1.977603,0.668305,0.013054,-1.1447
567,0.731576,2.452238,0.744231,0.01435,-1.189447
568,0.728055,2.323669,0.717619,0.012651,-0.825364
569,0.733008,2.328784,0.724571,0.013933,-1.181721
570,0.722967,2.432602,0.728775,0.012249,-0.607832
571,0.733783,2.366349,0.731621,0.014417,-1.200527
572,0.736137,2.526232,0.759912,0.01651,-1.243439
573,0.722727,2.419418,0.726024,0.012154,-0.612735
574,0.728101,2.406105,0.732872,0.013116,-0.895507
575,0.731078,2.20267,0.700152,0.012661,-1.006963
576,0.726073,2.535762,0.753005,0.013421,-0.771872
577,0.72839,2.176796,0.69098,0.012012,-0.712117
578,0.723905,2.312087,0.708093,0.01188,-0.615864
579,0.736316,1.827799,0.63847,0.011834,-1.081858
580,0.724247,2.203468,0.688618,0.011513,-0.632145
581,0.737912,2.081041,0.685799,0.013662,-1.165474
582,0.727872,2.418521,0.734613,0.013141,-0.887778
583,0.72514,2.389165,0.724819,0.012428,-0.622588
584,0.730477,2.228726,0.703903,0.012673,-0.974734
585,0.723795,2.084067,0.665421,0.011074,-0.668617
586,0.724748,2.297536,0.707074,0.011947,-0.611266
587,0.738678,2.141808,0.697496,0.014347,-1.180544
588,0.723556,2.398575,0.723637,0.012195,-0.607232
589,0.728844,2.532676,0.756269,0.014156,-1.064835
590,0.729662,2.347255,0.724056,0.013157,-0.994093
591,0.731261,2.033444,0.669136,0.011854,-0.879354
592,0.737166,2.127516,0.693484,0.013773,-1.172003
593,0.732616,2.451662,0.745059,0.014682,-1.208084
594,0.734159,2.05495,0.677546,0.012547,-1.115544
595,0.725488,2.282406,0.705373,0.011996,-0.614029
596,0.72914,2.339367,0.721912,0.012985,-0.932642
597,0.729002,2.371791,0.727474,0.013141,-0.944231
598,0.716357,2.572901,0.742204,0.011931,-0.681941
599,0.725604,2.674062,0.776667,0.014258,-0.825214
600,0.722745,2.437417,0.729339,0.012235,-0.609547
601,0.725806,2.367123,0.72173,0.012442,-0.643594
602,0.728894,2.560458,0.760965,0.014366,-1.087628
603,0.736449,2.304775,0.722488,0.014791,-1.203243
604,0.726992,2.200083,0.692892,0.011882,-0.637745
605,0.731703,2.58287,0.766688,0.01542,-1.230511
606,0.724922,2.525392,0.749464,0.013086,-0.666398
607,0.723311,2.486017,0.73958,0.012568,-0.601201
608,0.725989,1.77675,0.611585,0.010466,-0.700785
609,0.727053,2.672215,0.777161,0.01462,-0.974113
610,0.733262,2.551758,0.761963,0.015669,-1.237877
611,0.739918,1.957306,0.666357,0.013428,-1.148698
612,0.71791,2.378011,0.708797,0.011437,-0.697618
613,0.738015,2.20075,0.706306,0.01454,-1.18906
614,0.724896,2.100614,0.670599,0.011229,-0.645234
615,0.725743,2.112766,0.674435,0.011365,-0.627844
616,0.732729,2.208547,0.703396,0.013088,-1.135054
617,0.724131,2.193115,0.686413,0.011462,-0.636631
618,0.736368,2.337995,0.727994,0.015013,-1.209177
619,0.729552,2.079574,0.674893,0.011769,-0.741904
620,0.73323,2.252145,0.711023,0.013484,-1.162353
621,0.719803,2.237138,0.68629,0.011192,-0.697709
622,0.729824,2.715967,0.787248,0.015912,-1.234008
623,0.733543,2.225648,0.706747,0.013404,-1.159833
624,0.72794,2.778126,0.795869,0.015815,-1.143681
625,0.730639,2.249385,0.707973,0.012822,-1.002013
626,0.731473,2.529168,0.756911,0.014884,-1.209224
627,0.721984,2.606748,0.759252,0.012948,-0.593821
628,0.732055,2.271451,0.713876,0.013308,-1.13997
629,0.726391,2.146674,0.681949,0.011573,-0.618624
630,0.724978,2.442382,0.734421,0.012657,-0.632255
631,0.73002,2.47646,0.747178,0.014085,-1.130435
632,0.723579,2.106616,0.669249,0.011122,-0.666786
633,0.719033,2.18982,0.675886,0.011017,-0.716476
634,0.727473,2.151771,0.684835,0.01175,-0.641516
635,0.728171,2.865882,0.810827,0.016744,-1.206347
636,0.722267,2.226725,0.689122,0.011375,-0.660526
637,0.72892,2.070666,0.672175,0.011631,-0.677597
638,0.727846,2.453613,0.740908,0.013342,-0.905531
639,0.727681,2.290999,0.710885,0.012426,-0.741572
640,0.727533,2.447397,0.739311,0.013235,-0.871154
641,0.722013,2.441368,0.728756,0.012139,-0.619073
642,0.739662,2.253093,0.715936,0.015476,-1.20171
643,0.732394,2.451178,0.744615,0.0146,-1.20495
644,0.733395,1.892422,0.646263,0.011595,-0.965536
645,0.726599,2.109579,0.675435,0.011459,-0.620768
646,0.733314,2.060241,0.677266,0.012377,-1.083636
647,0.726494,1.926471,0.640798,0.010852,-0.65895
648,0.726759,2.383907,0.726729,0.012711,-0.732065
649,0.74007,2.398146,0.740003,0.016859,-1.226388
650,0.731159,2.758761,0.795399,0.016813,-1.268202
651,0.718983,2.267643,0.690314,0.011213,-0.704188
652,0.735764,2.300578,0.721789,0.014556,-1.200316
653,0.738345,2.222834,0.710364,0.014812,-1.193926
654,0.726306,2.315909,0.713019,0.012286,-0.648623
655,0.738262,2.37702,0.735765,0.015991,-1.220422
656,0.732925,2.397183,0.736712,0.014401,-1.199036
657,0.729718,2.439371,0.740331,0.013738,-1.071088
658,0.740881,2.137135,0.697573,0.015006,-1.1845
659,0.728512,2.140506,0.684564,0.011868,-0.694589
660,0.720942,2.261433,0.693042,0.011357,-0.674691
661,0.733878,2.061723,0.678491,0.012504,-1.104225
662,0.7331,2.602078,0.770456,0.016053,-1.248078
663,0.735845,2.510508,0.75699,0.016257,-1.23997
664,0.723874,2.063997,0.661769,0.01102,-0.672097
665,0.733693,2.400537,0.737051,0.014625,-1.207511
666,0.722356,2.269761,0.697381,0.011526,-0.649256
667,0.734059,2.479962,0.750467,0.015347,-1.226833
668,0.722422,2.099279,0.665656,0.011007,-0.688177
669,0.734052,2.182044,0.699684,0.013267,-1.154995
670,0.730813,2.138802,0.687677,0.012276,-0.930169
671,0.725479,2.391912,0.725852,0.012504,-0.63707
672,0.735719,2.088603,0.68536,0.013121,-1.151563
673,0.721702,2.186607,0.680536,0.0112,-0.679284
674,0.731272,2.253671,0.709337,0.012998,-1.079907
675,0.732865,2.179178,0.698219,0.01295,-1.125439
676,0.726283,2.419733,0.73259,0.012801,-0.711809
677,0.74379,2.04258,0.68323,0.015257,-1.172361
678,0.722161,1.950758,0.637196,0.010638,-0.722223
679,0.726144,2.237789,0.698339,0.01191,-0.620134
680,0.71698,2.414576,0.713814,0.011467,-0.704382
681,0.722785,2.290354,0.702012,0.011649,-0.637397
682,0.727472,2.101069,0.675423,0.011543,-0.627867
683,0.734454,1.958127,0.660325,0.012088,-1.082678
684,0.730663,2.652395,0.777047,0.01563,-1.231542
685,0.729805,2.538964,0.757473,0.014453,-1.153604
686,0.720426,2.553047,0.746679,0.012395,-0.620244
687,0.72751,2.400102,0.730643,0.012955,-0.827466
688,0.729939,2.310614,0.717917,0.013011,-0.992102
689,0.725828,2.440753,0.735729,0.012812,-0.689374
690,0.723278,2.29696,0.70425,0.011737,-0.627996
691,0.725682,2.180631,0.686996,0.011611,-0.617788
692,0.727615,2.167567,0.687792,0.01184,-0.652877
693,0.732853,2.453935,0.745692,0.014775,-1.211504
694,0.726923,2.52987,0.753064,0.013603,-0.86505
695,0.73133,2.273039,0.712667,0.013123,-1.096421
696,0.733919,2.274519,0.715987,0.013829,-1.179159
697,0.730145,2.280432,0.712793,0.012887,-0.987196
698,0.727237,2.558604,0.758795,0.013879,-0.921162
699,0.724618,2.157869,0.68089,0.011393,-0.636092
700,0.741692,2.391089,0.739487,0.017433,-1.225953
701,0.725364,2.204818,0.690898,0.01166,-0.617
702,0.736465,2.324147,0.725682,0.014938,-1.20687
703,0.730501,2.222145,0.702736,0.012641,-0.971239
704,0.722611,2.189038,0.682729,0.011288,-0.663499
705,0.722973,2.492838,0.740168,0.012538,-0.60092
706,0.734378,2.218502,0.706802,0.01359,-1.170331
707,0.724757,2.461151,0.737729,0.012707,-0.632155
708,0.72576,2.270307,0.703635,0.011987,-0.616963
709,0.728018,2.082331,0.672877,0.011546,-0.640308
710,0.730178,2.026477,0.666021,0.01164,-0.75775
711,0.737674,2.425607,0.743827,0.0162,-1.228054
712,0.735566,2.27558,0.717895,0.014339,-1.194944
713,0.727232,2.170217,0.687799,0.011794,-0.637527
714,0.726854,2.246518,0.701132,0.012063,-0.648363
715,0.730345,2.531698,0.756951,0.014575,-1.182107
716,0.735247,2.265912,0.715599,0.014157,-1.190863
717,0.736102,2.428813,0.743191,0.015644,-1.225367
718,0.727978,2.108135,0.677555,0.011644,-0.647322
719,0.729976,2.306989,0.717356,0.013001,-0.993167
720,0.728288,2.284608,0.71043,0.012511,-0.801081
721,0.73254,2.286746,0.716613,0.013515,-1.156878
722,0.725933,2.444467,0.73651,0.01285,-0.701237
723,0.724723,2.007494,0.652789,0.010931,-0.671232
724,0.723887,2.469842,0.737348,0.01259,-0.604759
725,0.729264,2.430138,0.738499,0.013568,-1.024446
726,0.733343,1.92107,0.651587,0.011712,-0.986102
727,0.731346,2.609078,0.770278,0.015487,-1.227609
728,0.733727,2.305261,0.721357,0.01399,-1.185028
729,0.732143,2.392816,0.734729,0.014109,-1.181602
730,0.726094,2.333094,0.715841,0.012327,-0.644691
731,0.729359,2.242738,0.70488,0.012514,-0.882283
732,0.737079,2.206409,0.706896,0.014292,-1.187152
733,0.727699,2.092052,0.674202,0.011541,-0.632319
734,0.728014,2.436439,0.738014,0.013275,-0.911361
735,0.731387,2.031678,0.668978,0.011868,-0.889624
736,0.73247,2.269363,0.713665,0.013392,-1.1501
737,0.734216,2.4033,0.737549,0.014803,-1.211768
738,0.734642,2.375209,0.733314,0.014743,-1.209703
739,0.734309,2.505057,0.755565,0.015673,-1.234986
740,0.727255,2.383094,0.727078,0.012803,-0.783679
741,0.72553,2.226344,0.695187,0.01177,-0.614599
742,0.735314,2.547286,0.762531,0.016375,-1.245462
743,0.733297,2.038081,0.673195,0.012252,-1.069124
744,0.720828,2.354599,0.710275,0.011646,-0.656176
745,0.734113,2.35865,0.730187,0.014444,-1.201564
746,0.721671,2.072856,0.659205,0.010886,-0.706945
747,0.717492,1.799696,0.60098,0.010248,-0.732303
748,0.727303,2.103654,0.675539,0.01153,-0.624721
749,0.732341,2.615615,0.772315,0.015908,-1.245176
750,0.721314,2.213934,0.684813,0.011244,-0.679281
751,0.73396,2.41259,0.738982,0.014792,-1.212072
752,0.736968,2.129095,0.693709,0.013734,-1.171546
753,0.732768,2.175373,0.697381,0.012907,-1.119955
754,0.739368,2.339782,0.730501,0.016094,-1.216112
755,0.727812,2.019774,0.66073,0.01128,-0.62656
756,0.724303,2.409664,0.726935,0.012371,-0.607108
757,0.73305,2.368451,0.731801,0.014232,-1.193113
758,0.725582,2.329972,0.714561,0.012226,-0.623155
759,0.733219,2.243899,0.70963,0.013431,-1.159756
760,0.733018,2.29213,0.717692,0.01368,-1.170334
761,0.727337,2.293763,0.710901,0.012375,-0.708226
762,0.727401,2.054108,0.666446,0.011355,-0.623978
763,0.722191,2.241664,0.691713,0.011413,-0.658492
764,0.730916,1.988569,0.66016,0.011596,-0.803626
765,0.72312,2.750438,0.786945,0.014138,-0.654842
766,0.731691,2.498502,0.751842,0.014716,-1.203732
767,0.734727,2.124467,0.69062,0.013094,-1.148761
768,0.727273,2.07817,0.670709,0.011428,-0.623098
769,0.73298,2.238548,0.708463,0.013321,-1.147709
770,0.717264,2.266678,0.686733,0.011099,-0.720555
771,0.719446,2.325126,0.701992,0.011414,-0.685064
772,0.73369,2.352383,0.729496,0.014307,-1.196543
773,0.730325,2.102583,0.68053,0.012011,-0.851418
774,0.734226,2.39438,0.736015,0.014738,-1.209877
775,0.726327,2.501067,0.747223,0.013272,-0.773897
776,0.726798,2.426868,0.73437,0.012948,-0.768072
777,0.723005,2.332514,0.710379,0.011837,-0.625067
778,0.732694,2.212196,0.704067,0.013106,-1.135699
779,0.734161,2.136528,0.691825,0.013016,-1.143561
780,0.725252,2.073682,0.66627,0.011179,-0.645555
781,0.725006,2.313772,0.710398,0.012055,-0.61101
782,0.724164,2.263471,0.699569,0.011726,-0.62101
783,0.724966,2.239838,0.696733,0.011745,-0.615633
784,0.730237,2.258734,0.708907,0.012782,-0.976666
785,0.726486,2.690998,0.780036,0.014619,-0.928377
786,0.733146,2.487355,0.751356,0.015114,-1.222549
787,0.73385,2.40275,0.737338,0.014687,-1.209101
788,0.731179,2.327594,0.722162,0.01342,-1.120488
789,0.726456,2.462421,0.740404,0.013078,-0.759189
790,0.721562,2.116975,0.667314,0.010993,-0.697699
791,0.723185,1.81171,0.613028,0.010414,-0.728865
792,0.735606,2.569701,0.766403,0.016691,-1.250183
793,0.732167,2.506313,0.754043,0.014957,-1.216554
794,0.723087,2.356974,0.715096,0.011946,-0.618917
795,0.735374,2.301631,0.721854,0.014448,-1.199073
796,0.736593,1.953745,0.662361,0.012527,-1.124606
797,0.73159,2.59542,0.768701,0.015486,-1.232265
798,0.725636,2.685498,0.77869,0.01435,-0.838243
799,0.735422,2.14019,0.693956,0.01336,-1.161593
800,0.716864,2.682617,0.763636,0.012468,-0.648874
801,0.73841,2.254417,0.71557,0.01507,-1.199548
802,0.727162,2.257598,0.703626,0.012166,-0.66808
803,0.731201,2.326171,0.721882,0.013414,-1.120704
804,0.729784,2.219883,0.701254,0.012482,-0.90239
805,0.730259,2.155425,0.690335,0.012247,-0.893689
806,0.737589,2.142784,0.696285,0.013989,-1.17667
807,0.724419,2.289386,0.704856,0.011863,-0.613771
808,0.7288,2.430593,0.737519,0.013444,-0.969006
809,0.72672,2.120837,0.67772,0.011518,-0.620108
810,0.73063,2.333181,0.722708,0.013312,-1.083712
811,0.729462,2.172203,0.69172,0.012183,-0.824264
812,0.738552,2.119569,0.693334,0.014141,-1.175845
813,0.731054,2.589619,0.766797,0.015231,-1.219891
814,0.72653,2.296165,0.709711,0.012234,-0.651917
815,0.732187,2.344334,0.726166,0.013789,-1.167956
816,0.722895,2.431522,0.728468,0.012232,-0.608758
817,0.729998,2.268505,0.710275,0.012781,-0.960476
818,0.721933,1.834345,0.614922,0.010411,-0.731276
819,0.723813,2.281319,0.702308,0.011748,-0.622656
820,0.727298,2.434769,0.736527,0.013104,-0.830895
821,0.721537,2.156138,0.674628,0.011096,-0.688924
822,0.723657,2.48067,0.739005,0.012601,-0.60291
823,0.723953,2.629641,0.76672,0.013507,-0.651839
824,0.734967,2.370345,0.732979,0.014822,-1.210732
825,0.730032,2.118153,0.68291,0.012032,-0.836054
826,0.72249,2.483681,0.737448,0.012407,-0.605186
827,0.724257,2.131858,0.675284,0.011267,-0.648545
828,0.728768,2.448553,0.74065,0.01355,-0.979843
829,0.733644,2.112674,0.687341,0.012739,-1.119503
830,0.737526,2.302766,0.723449,0.015154,-1.206434
831,0.74063,2.105408,0.691693,0.014662,-1.17808
832,0.733048,2.096411,0.683478,0.012519,-1.091384
833,0.723423,2.178083,0.682297,0.011334,-0.65197
834,0.73724,2.534534,0.76112,0.016994,-1.246076
835,0.72605,2.171906,0.685997,0.011628,-0.617319
836,0.730538,2.308059,0.718224,0.013124,-1.038185
837,0.725514,2.278008,0.704604,0.011981,-0.614085
838,0.723749,2.185123,0.68416,0.011391,-0.644859
839,0.736204,2.678302,0.783865,0.017966,-1.269936
840,0.72409,2.260541,0.698916,0.011705,-0.622637
841,0.718209,2.098257,0.657319,0.010767,-0.729589
842,0.735194,2.115087,0.689696,0.013157,-1.153083
843,0.719689,2.287342,0.695404,0.011323,-0.689076
844,0.718494,2.420815,0.717998,0.011622,-0.680347
845,0.727097,2.34162,0.719506,0.012558,-0.733855
846,0.733506,2.987942,0.829883,0.020197,-1.322268
847,0.73608,2.386588,0.735979,0.015294,-1.2174
848,0.726179,2.660933,0.775639,0.014332,-0.880809
849,0.725938,2.320264,0.713362,0.012243,-0.633703
850,0.729583,1.916069,0.644393,0.011133,-0.651773
851,0.736995,2.115353,0.691384,0.01365,-1.16885
852,0.727782,2.39576,0.730356,0.012993,-0.857802
853,0.738816,2.503002,0.756785,0.01732,-1.242604
854,0.729518,2.135856,0.685109,0.012018,-0.793552
855,0.722626,2.295381,0.702673,0.011648,-0.638852
856,0.729343,2.236593,0.703767,0.012479,-0.875919
857,0.719307,1.87643,0.618104,0.010406,-0.732681
858,0.727912,2.442632,0.739081,0.013292,-0.904645
859,0.729235,2.397644,0.732475,0.013359,-0.991018
860,0.728939,2.015996,0.661969,0.011412,-0.655831
861,0.720412,2.528398,0.742073,0.012279,-0.625819
862,0.724541,2.486992,0.742116,0.012803,-0.630321
863,0.718675,2.206962,0.678383,0.011038,-0.717173
864,0.730084,2.095034,0.678583,0.01193,-0.81743
865,0.726826,2.426499,0.734336,0.012951,-0.770819
866,0.714106,2.325998,0.691566,0.011069,-0.7315
867,0.740436,2.126571,0.695019,0.014749,-1.181206
868,0.726237,2.345533,0.718305,0.012415,-0.656377
869,0.737572,2.111735,0.690903,0.013776,-1.170369
870,0.721761,2.629402,0.762946,0.013031,-0.592474
871,0.725399,2.338561,0.715774,0.012233,-0.619345
872,0.726409,1.872421,0.630446,0.010708,-0.672557
873,0.731316,2.482647,0.748972,0.014488,-1.193008
874,0.726832,1.966916,0.649019,0.010998,-0.643042
875,0.730202,2.436129,0.740134,0.013852,-1.117544
876,0.720262,2.160818,0.672909,0.01102,-0.708478
877,0.738755,2.288791,0.721157,0.015442,-1.20596
878,0.731464,2.521445,0.755614,0.014822,-1.207082
879,0.732131,2.210311,0.702561,0.012954,-1.108137
880,0.72864,2.255557,0.705701,0.012436,-0.814008
881,0.72849,2.248393,0.704065,0.012369,-0.787874
882,0.742257,2.152751,0.700378,0.01558,-1.188579
883,0.720314,2.285639,0.696343,0.011372,-0.679338
884,0.730838,2.362117,0.727718,0.013542,-1.117933
885,0.730383,1.996498,0.660761,0.011545,-0.751631
886,0.732599,2.184725,0.698775,0.01292,-1.117532
887,0.72162,2.080583,0.660558,0.010902,-0.705858
888,0.739384,2.565283,0.766485,0.018141,-1.252867
889,0.734514,2.385349,0.735007,0.014771,-1.209993
890,0.73797,2.497562,0.755277,0.016932,-1.240584
891,0.737861,2.188594,0.704112,0.014397,-1.186328
892,0.7293,2.250759,0.706264,0.012544,-0.883381
893,0.719647,1.994018,0.640577,0.010619,-0.730539
894,0.731672,2.351459,0.727274,0.013707,-1.158592
895,0.725792,2.597835,0.763626,0.013763,-0.787985
896,0.73511,2.159429,0.697207,0.013408,-1.163598
897,0.730241,2.520206,0.755064,0.014461,-1.172726
898,0.719923,2.303423,0.698931,0.011391,-0.681945
899,0.730652,2.071045,0.675247,0.011923,-0.855059
900,0.733125,1.899554,0.647049,0.011578,-0.943679
901,0.731288,2.431106,0.740935,0.014143,-1.177179
902,0.730308,2.191794,0.696775,0.012434,-0.926223
903,0.73059,2.576753,0.764637,0.014992,-1.207125
904,0.722848,2.290669,0.702175,0.011658,-0.636348
905,0.731908,2.075852,0.678313,0.012172,-0.985635
906,0.733387,2.396833,0.736314,0.01451,-1.203432
907,0.731126,2.654641,0.777985,0.015812,-1.23798
908,0.730763,2.28813,0.715023,0.01307,-1.055973
909,0.725977,2.404468,0.728814,0.012664,-0.667157
910,0.729778,2.277559,0.711626,0.012783,-0.945678
911,0.733757,2.470921,0.748674,0.015174,-1.22345
912,0.729209,2.024124,0.663973,0.011484,-0.671197
913,0.73544,2.162291,0.697737,0.013506,-1.16704
914,0.73691,2.422009,0.74313,0.015905,-1.226417
915,0.732748,2.376587,0.732717,0.01419,-1.191017
916,0.727042,1.904241,0.637628,0.010837,-0.653965
917,0.724504,2.439208,0.732752,0.012551,-0.612984
918,0.730607,2.133962,0.686577,0.012213,-0.905911
919,0.728597,2.235905,0.701933,0.012328,-0.787681
920,0.727147,2.213427,0.695507,0.011964,-0.649194
921,0.730395,2.194919,0.697569,0.012466,-0.934867
922,0.724386,1.993504,0.649464,0.010866,-0.68009
923,0.735386,2.074499,0.682763,0.012954,-1.144314
924,0.729322,2.476091,0.746708,0.013889,-1.066564
925,0.718616,2.380062,0.710637,0.011505,-0.686571
926,0.728759,2.352791,0.723845,0.012976,-0.911667
927,0.721052,2.617482,0.759861,0.012834,-0.598997
928,0.727375,2.034495,0.662759,0.01128,-0.625232
929,0.723632,2.489298,0.740561,0.012642,-0.602819
930,0.73459,2.623647,0.774621,0.016798,-1.258089
931,0.722391,2.361529,0.714508,0.011865,-0.629055
932,0.730739,2.228587,0.704354,0.012729,-0.993925
933,0.734315,2.36359,0.730814,0.014535,-1.203706
934,0.729559,1.866088,0.635007,0.010968,-0.641801
935,0.728721,2.663503,0.777421,0.015077,-1.133656
936,0.734527,2.15891,0.696724,0.013255,-1.156681
937,0.722461,2.402179,0.722367,0.01204,-0.619739
938,0.72344,2.563122,0.75372,0.012996,-0.605969
939,0.728403,2.301444,0.714127,0.012603,-0.848942
940,0.725192,2.195937,0.688878,0.011605,-0.619669
941,0.730091,2.262309,0.709338,0.01277,-0.965026
942,0.732585,2.035797,0.671903,0.012107,-1.014079
943,0.732564,2.025069,0.669927,0.012049,-1.003376
944,0.730367,2.277055,0.712586,0.01292,-1.006067
945,0.726519,2.214558,0.694781,0.01187,-0.625343
946,0.730172,2.183202,0.695043,0.012366,-0.906906
947,0.727642,2.56656,0.760376,0.014045,-0.956567
948,0.730273,2.458311,0.744284,0.014032,-1.138438
949,0.730832,2.132988,0.686636,0.012251,-0.926555
950,0.733478,2.424867,0.741113,0.014742,-1.211281
951,0.726034,2.379014,0.724109,0.01254,-0.658942
952,0.729368,2.508212,0.752224,0.014119,-1.09003
953,0.736022,2.415036,0.740735,0.015502,-1.222537
954,0.72899,2.421788,0.736283,0.01344,-0.982925
955,0.738204,2.232594,0.711982,0.014842,-1.195396
956,0.727322,2.537667,0.755166,0.013757,-0.913788
957,0.733558,2.372619,0.732783,0.014406,-1.200015
958,0.727853,2.31042,0.714594,0.012554,-0.778956
959,0.729484,2.355885,0.725282,0.013164,-0.981648
960,0.730942,2.138188,0.687755,0.012299,-0.942709
961,0.727104,2.396002,0.729225,0.012843,-0.777503
962,0.735045,2.165183,0.698091,0.013423,-1.164278
963,0.726631,2.204177,0.69308,0.011845,-0.626338
964,0.727602,2.113649,0.678026,0.011613,-0.634598
965,0.73815,2.251622,0.71514,0.014969,-1.198659
966,0.72888,2.491825,0.749115,0.013877,-1.03702
